ID,area_name,item_name,year,period,periodName,latest,value,footnotes
CUURS12ASAG,"New York-Newark-Jersey City, NY-NJ-PA",Other goods and services,2019,M02,February,435.245,[{}]
CUURS12ASAG,"New York-Newark-Jersey City, NY-NJ-PA",Other goods and services,2019,M01,January,432.522,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2022,M12,December,338.008,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2022,M11,November,336.047,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2022,M10,October,333.699,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2022,M09,September,332.460,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2022,M08,August,331.064,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2022,M07,July,328.877,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2022,M06,June,329.507,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2022,M05,May,327.419,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2022,M04,April,325.428,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2022,M03,March,323.204,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2022,M02,February,319.660,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2022,M01,January,321.255,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2021,M12,December,316.425,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2021,M11,November,317.081,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2021,M10,October,316.451,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2021,M09,September,317.057,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2021,M08,August,316.056,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2021,M07,July,316.160,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2021,M06,June,316.315,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2021,M05,May,313.864,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2021,M04,April,312.728,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2021,M03,March,310.552,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2021,M02,February,311.974,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2021,M01,January,310.692,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2020,M12,December,309.952,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2020,M11,November,308.787,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2020,M10,October,308.123,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2020,M09,September,309.494,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2020,M08,August,308.825,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2020,M07,July,308.945,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2020,M06,June,308.680,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2020,M05,May,306.606,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2020,M04,April,306.467,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2020,M03,March,307.537,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2020,M02,February,307.210,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2020,M01,January,307.061,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2019,M12,December,305.331,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2019,M11,November,304.498,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2019,M10,October,303.491,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2019,M09,September,304.799,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2019,M08,August,303.603,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2019,M07,July,303.892,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2019,M06,June,303.608,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2019,M05,May,302.192,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2019,M04,April,302.413,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2019,M03,March,301.791,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2019,M02,February,301.233,[{}]
CUURS12ASAH,"New York-Newark-Jersey City, NY-NJ-PA",Housing,2019,M01,January,301.140,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2022,M12,December,574.129,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2022,M11,November,576.156,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2022,M10,October,580.004,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2022,M09,September,582.938,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2022,M08,August,577.213,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2022,M07,July,575.350,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2022,M06,June,571.113,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2022,M05,May,560.619,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2022,M04,April,561.104,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2022,M03,March,555.768,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2022,M02,February,552.255,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2022,M01,January,552.105,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2021,M12,December,542.646,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2021,M11,November,540.729,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2021,M10,October,537.642,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2021,M09,September,538.034,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2021,M08,August,537.734,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2021,M07,July,537.661,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2021,M06,June,534.576,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2021,M05,May,537.225,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2021,M04,April,536.584,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2021,M03,March,534.617,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2021,M02,February,535.385,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2021,M01,January,534.632,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2020,M12,December,536.246,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2020,M11,November,534.456,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2020,M10,October,535.668,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2020,M09,September,536.138,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2020,M08,August,539.804,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2020,M07,July,539.187,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2020,M06,June,536.188,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2020,M05,May,531.938,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2020,M04,April,531.356,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2020,M03,March,530.628,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2020,M02,February,529.911,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2020,M01,January,523.628,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2019,M12,December,519.528,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2019,M11,November,518.443,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2019,M10,October,518.374,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2019,M09,September,517.365,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2019,M08,August,516.142,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2019,M07,July,515.152,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2019,M06,June,510.146,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2019,M05,May,505.462,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2019,M04,April,504.551,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2019,M03,March,504.067,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2019,M02,February,501.561,[{}]
CUURS12ASAM,"New York-Newark-Jersey City, NY-NJ-PA",Medical care,2019,M01,January,501.396,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2022,M12,December,265.655,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2022,M11,November,269.126,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2022,M10,October,267.165,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2022,M09,September,266.314,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2022,M08,August,269.445,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2022,M07,July,270.949,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2022,M06,June,271.983,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2022,M05,May,270.046,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2022,M04,April,263.145,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2022,M03,March,263.104,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2022,M02,February,255.344,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2022,M01,January,252.119,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2021,M12,December,248.642,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2021,M11,November,249.654,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2021,M10,October,248.516,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2021,M09,September,246.931,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2021,M08,August,243.638,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2021,M07,July,241.187,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2021,M06,June,239.814,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2021,M05,May,238.782,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2021,M04,April,237.337,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2021,M03,March,236.576,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2021,M02,February,233.802,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2021,M01,January,232.418,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2020,M12,December,227.376,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2020,M11,November,226.220,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2020,M10,October,228.039,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2020,M09,September,229.582,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2020,M08,August,228.325,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2020,M07,July,226.938,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2020,M06,June,226.759,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2020,M05,May,226.177,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2020,M04,April,226.725,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2020,M03,March,227.565,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2020,M02,February,229.808,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2020,M01,January,230.748,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2019,M12,December,227.011,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2019,M11,November,226.803,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2019,M10,October,229.035,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2019,M09,September,229.146,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2019,M08,August,230.359,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2019,M07,July,228.990,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2019,M06,June,230.191,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2019,M05,May,230.352,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2019,M04,April,228.375,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2019,M03,March,227.768,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2019,M02,February,226.347,[{}]
CUURS12ASAN,"New York-Newark-Jersey City, NY-NJ-PA",Nondurables,2019,M01,January,225.360,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2022,M12,December,142.202,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2022,M11,November,142.249,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2022,M10,October,144.058,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2022,M09,September,141.277,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2022,M08,August,142.332,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2022,M07,July,142.582,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2022,M06,June,141.231,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2022,M05,May,140.927,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2022,M04,April,141.036,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2022,M03,March,141.364,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2022,M02,February,140.321,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2022,M01,January,139.592,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2021,M12,December,138.384,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2021,M11,November,140.562,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2021,M10,October,138.870,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2021,M09,September,137.315,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2021,M08,August,135.659,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2021,M07,July,136.024,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2021,M06,June,134.423,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2021,M05,May,130.743,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2021,M04,April,130.753,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2021,M03,March,130.501,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2021,M02,February,130.026,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2021,M01,January,130.375,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2020,M12,December,133.042,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2020,M11,November,132.484,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2020,M10,October,133.937,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2020,M09,September,131.429,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2020,M08,August,135.169,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2020,M07,July,133.697,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2020,M06,June,129.484,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2020,M05,May,139.590,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2020,M04,April,130.864,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2020,M03,March,130.358,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2020,M02,February,129.424,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2020,M01,January,128.629,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2019,M12,December,128.159,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2019,M11,November,127.234,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2019,M10,October,126.975,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2019,M09,September,123.093,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2019,M08,August,126.803,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2019,M07,July,126.941,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2019,M06,June,126.225,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2019,M05,May,126.044,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2019,M04,April,125.593,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2019,M03,March,124.499,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2019,M02,February,125.201,[{}]
CUURS12ASAR,"New York-Newark-Jersey City, NY-NJ-PA",Recreation,2019,M01,January,124.605,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2022,M12,December,394.528,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2022,M11,November,391.057,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2022,M10,October,390.710,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2022,M09,September,389.828,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2022,M08,August,386.436,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2022,M07,July,384.345,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2022,M06,June,386.050,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2022,M05,May,379.299,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2022,M04,April,380.500,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2022,M03,March,375.485,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2022,M02,February,371.976,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2022,M01,January,372.564,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2021,M12,December,369.208,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2021,M11,November,370.231,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2021,M10,October,369.375,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2021,M09,September,368.727,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2021,M08,August,367.998,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2021,M07,July,368.615,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2021,M06,June,370.043,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2021,M05,May,366.507,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2021,M04,April,364.959,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2021,M03,March,362.581,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2021,M02,February,362.424,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2021,M01,January,361.575,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2020,M12,December,362.182,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2020,M11,November,361.306,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2020,M10,October,361.529,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2020,M09,September,361.587,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2020,M08,August,360.276,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2020,M07,July,361.612,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2020,M06,June,359.791,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2020,M05,May,359.558,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2020,M04,April,356.716,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2020,M03,March,358.515,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2020,M02,February,358.410,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2020,M01,January,356.925,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2019,M12,December,355.073,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2019,M11,November,354.608,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2019,M10,October,353.071,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2019,M09,September,353.092,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2019,M08,August,352.731,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2019,M07,July,352.251,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2019,M06,June,351.598,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2019,M05,May,350.182,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2019,M04,April,350.122,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2019,M03,March,348.744,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2019,M02,February,348.090,[{}]
CUURS12ASAS,"New York-Newark-Jersey City, NY-NJ-PA",Services,2019,M01,January,347.191,[{}]
CUURS12ASAT,"New York-Newark-Jersey City, NY-NJ-PA",Transportation,2022,M12,December,267.482,[{}]
CUURS12ASAT,"New York-Newark-Jersey City, NY-NJ-PA",Transportation,2022,M11,November,267.255,[{}]
CUURS12ASAT,"New York-Newark-Jersey City, NY-NJ-PA",Transportation,2022,M10,October,267.935,[{}]
CUURS12ASAT,"New York-Newark-Jersey City, NY-NJ-PA",Transportation,2022,M09,September,270.454,[{}]
CUURS12ASAT,"New York-Newark-Jersey City, NY-NJ-PA",Transportation,2022,M08,August,272.659,[{}]
CUURS12ASAT,"New York-Newark-Jersey City, NY-NJ-PA",Transportation,2022,M07,July,278.009,[{}]
CUURS12ASAT,"New York-Newark-Jersey City, NY-NJ-PA",Transportation,2022,M06,June,287.237,[{}]
CUURS12ASAT,"New York-Newark-Jersey City, NY-NJ-PA",Transportation,2022,M05,May,269.939,[{}]
CUURS12ASAT,"New York-Newark-Jersey City, NY-NJ-PA",Transportation,2022,M04,April,270.029,[{}]
